thisN,thisTrialN,thisRepN,tilt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,trials.tilt,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
81,0,81,-5,up,0,0.6241076239966787,None,81,0,81,0,157.73784045799403,,157.7290166669991,157.73784045799403,158.72245824997663,158.7279977919825,159.3580769999826,-5,up,0,0.6241076239966787,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
82,0,82,3,up,0,0.7118435830052476,None,82,0,82,0,159.36870662498404,,159.35899316699943,159.36870662498404,160.3557105420041,160.3605233329872,161.07458191699698,3,up,0,0.7118435830052476,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
83,0,83,4,up,0,0.6358617910009343,None,83,0,83,0,161.08473383297678,,161.07548808297724,161.08473383297678,162.07262470800197,162.0789649169892,162.71218099998077,4,up,0,0.6358617910009343,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
84,0,84,-2,up,0,0.9375847920018714,None,84,0,84,0,162.7216093329771,,162.712633291987,162.7216093329771,163.70570674998453,163.71141891699517,164.656555708003,-2,up,0,0.9375847920018714,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
85,0,85,-2,up,0,0.8426415419962723,None,85,0,85,0,164.66643379197922,,164.6572018750012,164.66643379197922,165.64659358299104,165.66029083298054,166.4940891249862,-2,up,0,0.8426415419962723,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
86,0,86,0,down,0,0.6811178750067484,None,86,0,86,0,166.50436833300046,,166.49445991698303,166.50436833300046,167.48913345800247,167.49477412499255,168.1739386249974,0,down,0,0.6811178750067484,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
87,0,87,-4,up,0,0.882733249978628,None,87,0,87,0,168.183971749997,,168.1745094579819,168.183971749997,169.17259733300307,169.17863949999446,170.05788654199569,-4,up,0,0.882733249978628,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
88,0,88,0,down,0,0.6566615419869777,None,88,0,88,0,170.06762208297732,,170.05851862498093,170.06762208297732,171.05563720798818,171.06015299999854,171.72382770798868,0,down,0,0.6566615419869777,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
89,0,89,4,up,0,0.5197383329796139,None,89,0,89,0,171.73317845800193,,171.72430025000358,171.73317845800193,172.72247354200226,172.72808691699174,173.2445435419795,4,up,0,0.5197383329796139,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
90,0,90,2,up,0,1.0370333330065478,None,90,0,90,0,173.25448945799144,,173.24495312498766,173.25448945799144,174.23914766698726,174.24474341698806,175.27855579199968,2,up,0,1.0370333330065478,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
91,0,91,0,down,0,0.5388351669826079,None,91,0,91,0,175.28786908299662,,175.27901012499933,175.28786908299662,176.27223474998027,176.27690420800354,176.82328412498464,0,down,0,0.5388351669826079,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
92,0,92,0,down,0,0.5994749999954365,None,92,0,92,0,176.83349129199632,,176.82392412499757,176.83349129199632,177.8224781669851,177.82873204199132,178.4238873749855,0,down,0,0.5994749999954365,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
93,0,93,-4,up,0,0.8324654989992268,None,93,0,93,0,178.43374204199063,,178.4244895830052,178.43374204199063,179.42259608299355,179.42870724998647,180.25712795800064,-4,up,0,0.8324654989992268,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
94,0,94,0,down,0,0.6692508330161218,None,94,0,94,0,180.26650316698942,,180.25765570800286,180.26650316698942,181.2557894999918,181.2613949170045,181.9288444169797,0,down,0,0.6692508330161218,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
95,0,95,0,down,0,0.9641238329932094,None,95,0,95,0,181.93820795798092,,181.92927979197702,181.93820795798092,182.92186183299054,182.92688929199358,183.89064587498433,0,down,0,0.9641238329932094,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
96,0,96,4,up,0,0.6527974169875961,None,96,0,96,0,183.9003269999812,,183.89111716698972,183.9003269999812,184.88916070800042,184.8948190420051,185.5457731669885,4,up,0,0.6527974169875961,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
97,0,97,0,up,1,0.9907432080071885,None,97,0,97,0,185.5551527919888,,185.54623254199396,185.5551527919888,186.5461978749954,186.5461978749954,187.54118845798075,0,up,1,0.9907432080071885,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
98,0,98,-4,down,1,3.9552970830118284,None,98,0,98,0,187.5514417499944,,187.54200733298785,187.5514417499944,188.53917458298383,188.5449777499889,192.50784666699474,-4,down,1,3.9552970830118284,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
99,0,99,0,down,0,0.6372360829846002,None,99,0,99,0,192.522979707981,,192.50829708299716,192.522979707981,193.50579133298015,193.5113496669801,194.1459929169796,0,down,0,0.6372360829846002,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
